gene,length,count,rate,percentage
CD151,1857,5,371.4,28.365413993278338
SPATA31D1,4830,13,371.53846153846155,28.371524595172627
SIX5,3344,9,371.55555555555554,28.377635197066915
CXXC5,2601,7,371.57142857142856,28.383745798961197
USP18,1858,5,371.6,28.389856400855486
DCAF12L1,3345,9,371.6666666666667,28.39596700274977
GUF1,4460,12,371.6666666666667,28.39596700274977
SLC5A1,4832,13,371.6923076923077,28.40818820653834
GOLGA4,7806,21,371.7142857142857,28.41429880843263
TARBP1,5206,14,371.85714285714283,28.42040941032692
ABL1,5578,15,371.8666666666667,28.4265200122212
GPC1,3719,10,371.9,28.43263061411549
DSG3,5579,15,371.93333333333334,28.438741216009777
HEATR5A,7811,21,371.95238095238096,28.444851817904066
ASIC3,2232,6,372,28.450962419798348
CORO1B,4464,12,372,28.450962419798348
MAD2L2,1860,5,372,28.450962419798348
GRIN1,4465,12,372.0833333333333,28.469294225481214
NCKIPSD,2977,8,372.125,28.475404827375495
DACH2,5582,15,372.1333333333333,28.481515429269784
RP1,7071,19,372.1578947368421,28.48762603116407
GRB7,2233,6,372.1666666666667,28.493736633058358
PRSS56,2233,6,372.1666666666667,28.493736633058358
LRRC69,1861,5,372.2,28.505957836846928
SCN10A,6704,18,372.44444444444446,28.512068438741217
NOP56,2980,8,372.5,28.518179040635506
RAD51AP1,2235,6,372.5,28.518179040635506
CYP11B1,3726,10,372.6,28.530400244424076
RAB42,2236,6,372.6666666666667,28.536510846318365
TMEM53,2236,6,372.6666666666667,28.536510846318365
ZNF800,4473,12,372.75,28.548732050106935
DIDO1,8574,23,372.7826086956522,28.554842652001224
FZD6,3728,10,372.8,28.56095325389551
FOXRED1,4101,11,372.8181818181818,28.567063855789794
KAT5,2237,6,372.8333333333333,28.573174457684082
UCK1,2237,6,372.8333333333333,28.573174457684082
ASB8,2610,7,372.85714285714283,28.585395661472656
ANKRD34B,3730,10,373,28.591506263366938
ARMCX3,3730,10,373,28.591506263366938
CDK11A,2984,8,373,28.591506263366938
TPSG1,1119,3,373,28.591506263366938
ZNF830,2238,6,373,28.591506263366938
UGGT2,4850,13,373.0769230769231,28.622059272838374
TTC12,2985,8,373.125,28.628169874732663
GTF3C1,7090,19,373.1578947368421,28.634280476626948
CA6,1493,4,373.25,28.640391078521233
UGT8,3733,10,373.3,28.646501680415522
STT3B,4107,11,373.3636363636364,28.652612282309807
MEIOB,1867,5,373.4,28.658722884204096
SLC9A2,5601,15,373.4,28.658722884204096
DNAJB5,5228,14,373.42857142857144,28.670944087992666
POLR2B,4108,11,373.45454545454544,28.677054689886955
PCP2,747,2,373.5,28.683165291781243
RHOXF1,747,2,373.5,28.683165291781243
MOXD1,2989,8,373.625,28.695386495569814
CSTF2T,4110,11,373.6363636363636,28.701497097464102
FAM228B,2616,7,373.7142857142857,28.70760769935839
KIFAP3,4111,11,373.72727272727275,28.713718301252673
PBX4,1495,4,373.75,28.71982890314696
PTPRN2,4860,13,373.84615384615387,28.725939505041246
AGRN,7477,20,373.85,28.73205010693553
ZNF571,4113,11,373.90909090909093,28.738160708829817
WWP2,4487,12,373.9166666666667,28.744271310724105
FAM184B,6731,18,373.94444444444446,28.750381912618394
ADAMTS20,6358,17,374,28.756492514512676
CABIN1,7480,20,374,28.756492514512676
CDK11B,2992,8,374,28.756492514512676
CDK5,1122,3,374,28.756492514512676
FHAD1,5610,15,374,28.756492514512676
SEPHS2,2244,6,374,28.756492514512676
SUN1,4488,12,374,28.756492514512676
ZNF839,2992,8,374,28.756492514512676
PLEKHO1,3741,10,374.1,28.80537732966697
SIGLEC5,2993,8,374.125,28.81148793156126
GGN,2245,6,374.1666666666667,28.817598533455545
TIRAP,2245,6,374.1666666666667,28.817598533455545
HOXD9,1871,5,374.2,28.829819737244115
NRAP,5613,15,374.2,28.829819737244115
BLM,5240,14,374.2857142857143,28.842040941032693
TMPRSS7,2620,7,374.2857142857143,28.842040941032693
VWA1,4492,12,374.3333333333333,28.854262144821263
HSF5,4118,11,374.3636363636364,28.86037274671555
RBM5,5616,15,374.4,28.86648334860984
ZNF286A,5616,15,374.4,28.86648334860984
SLC9C1,4119,11,374.45454545454544,28.87870455239841
RPS6KA2,5992,16,374.5,28.8848151542927
TERF2,2996,8,374.5,28.8848151542927
SUZ12,4495,12,374.5833333333333,28.89703635808127
DACT2,2997,8,374.625,28.903146959975558
GCG,1124,3,374.6666666666667,28.909257561869843
CLIC2,2623,7,374.7142857142857,28.915368163764132
MED23,5247,14,374.7857142857143,28.921478765658414
HENMT1,1874,5,374.8,28.927589367552702
STRAP,1874,5,374.8,28.927589367552702
ARHGEF39,4498,12,374.8333333333333,28.93981057134128
NUP54,2249,6,374.8333333333333,28.93981057134128
CLIP2,5623,15,374.8666666666667,28.95203177512985
SEMA3C,4874,13,374.9230769230769,28.95814237702414
EBP,1125,3,375,28.964252978918424
GPR18,1875,5,375,28.964252978918424
PPP1R14D,750,2,375,28.964252978918424
PRIM1,1875,5,375,28.964252978918424
RBM17,3751,10,375.1,28.98869538649557
ITPKC,3376,9,375.1111111111111,28.994805988389853
ABCA9,6377,17,375.11764705882354,29.00091659028414
PRPH2,3001,8,375.125,29.00702719217843
HEY2,2626,7,375.14285714285717,29.01313779407272
FCGR3B,2251,6,375.1666666666667,29.019248395967
USP33,4502,12,375.1666666666667,29.019248395967
LMNTD1,1876,5,375.2,29.031469599755578
MMP27,1876,5,375.2,29.031469599755578
PON2,1876,5,375.2,29.031469599755578
FGF23,3002,8,375.25,29.049801405438437
CCDC81,2627,7,375.2857142857143,29.055912007332722
P4HA3,2627,7,375.2857142857143,29.055912007332722
PATL1,4129,11,375.3636363636364,29.068133211121292
CAST,4506,12,375.5,29.07424381301558
TNNI2,751,2,375.5,29.07424381301558
TSACC,751,2,375.5,29.07424381301558
GLI2,7136,19,375.57894736842104,29.09257561869844
ADAM15,4508,12,375.6666666666667,29.09868622059273
FILIP1L,5635,15,375.6666666666667,29.09868622059273
NR1D1,2630,7,375.7142857142857,29.1109074243813
EBNA1BP2,1503,4,375.75,29.117018026275588
PNKD,3758,10,375.8,29.123128628169876
DPY19L3,6015,16,375.9375,29.129239230064165
CCK,1504,4,376,29.135349831958447
DTNBP1,1880,5,376,29.135349831958447
PTPN12,3384,9,376,29.135349831958447
TCF7L2,4136,11,376,29.135349831958447
XRCC5,3761,10,376.1,29.15979223953559
APBB1IP,2633,7,376.14285714285717,29.16590284142988
OTX2,3011,8,376.375,29.17201344332417
FBXO24,2259,6,376.5,29.178124045218457
CEP70,2636,7,376.57142857142856,29.18423464711274
SFRP5,1883,5,376.6,29.190345249007027
ADGB,6779,18,376.6111111111111,29.196455850901316
SMPD4,4896,13,376.61538461538464,29.202566452795605
FAM53C,4143,11,376.6363636363636,29.208677054689886
PDE4A,4897,13,376.6923076923077,29.214787656584175
SUPT6H,6404,17,376.70588235294116,29.22089825847846
MYOG,1507,4,376.75,29.227008860372745
QDPR,1507,4,376.75,29.227008860372745
PTX3,1884,5,376.8,29.23923006416132
ADRA1A,3770,10,377,29.245340666055608
NQO2,1508,4,377,29.245340666055608
PKM,3016,8,377,29.245340666055608
PMCH,754,2,377,29.245340666055608
TENM2,9427,25,377.08,29.269783073632755
GSS,3019,8,377.375,29.275893675527037
BRD3,5661,15,377.4,29.282004277421326
NLE1,5286,14,377.57142857142856,29.288114879315614
NLRP11,3777,10,377.7,29.2942254812099
VPS72,1511,4,377.75,29.300336083104185
COL6A6,8689,23,377.7826086956522,29.306446684998473
RREB1,9067,24,377.7916666666667,29.31255728689276
TAF1B,2267,6,377.8333333333333,29.318667888787047
CSAD,2645,7,377.85714285714283,29.32477849068133
CCR1,2646,7,378,29.330889092575617
SS18,3402,9,378,29.330889092575617
TCEAL7,1134,3,378,29.330889092575617
LRIT3,3781,10,378.1,29.349220898258476
PLEKHS1,3403,9,378.1111111111111,29.355331500152765
SAMD9,6806,18,378.1111111111111,29.355331500152765
DNMBP,6428,17,378.11764705882354,29.367552703941342
PYCR1,2269,6,378.1666666666667,29.373663305835624
DOCK6,6430,17,378.2352941176471,29.379773907729913
SP2,3026,8,378.25,29.385884509624198
STARD6,1513,4,378.25,29.385884509624198
PLCL2,4161,11,378.27272727272725,29.398105713412768
AXDND1,3405,9,378.3333333333333,29.404216315307057
RNF103-CHMP3,1135,3,378.3333333333333,29.404216315307057
DDX56,3028,8,378.5,29.416437519095627
TMEM184C,4164,11,378.54545454545456,29.422548120989916
ZBTB7A,6437,17,378.6470588235294,29.428658722884204
TGFBRAP1,5680,15,378.6666666666667,29.434769324778493
SLC26A6,5682,15,378.8,29.440879926672775
CHD5,9850,26,378.84615384615387,29.446990528567063
NCSTN,3031,8,378.875,29.453101130461352
GIMD1,1516,4,379,29.45921173235564
TSPAN8,1516,4,379,29.45921173235564
SPAG17,7203,19,379.10526315789474,29.47143293614421
ZMYM3,6067,16,379.1875,29.477543538038496
PRR23B,1896,5,379.2,29.483654139932785
TRIML1,1896,5,379.2,29.483654139932785
GSR,3034,8,379.25,29.495875343721355
KANSL3,5310,14,379.2857142857143,29.501985945615644
RHPN2,3793,10,379.3,29.508096547509933
DOCK2,6069,16,379.3125,29.514207149404214
NCF2,2276,6,379.3333333333333,29.520317751298503
TSEN54,3414,9,379.3333333333333,29.520317751298503
COL21A1,4173,11,379.3636363636364,29.53253895508708
ABCD4,3035,8,379.375,29.538649556981362
PLIN2,1897,5,379.4,29.54476015887565
SFMBT1,4553,12,379.4166666666667,29.550870760769936
FLAD1,2656,7,379.42857142857144,29.55698136266422
ST6GALNAC1,2657,7,379.57142857142856,29.56309196455851
VRK2,2657,7,379.57142857142856,29.56309196455851
AKIRIN2,1898,5,379.6,29.575313168347083
ITPR3,9870,26,379.61538461538464,29.581423770241365
PLAU,2658,7,379.7142857142857,29.587534372135654
GJB7,2279,6,379.8333333333333,29.593644974029942
TIAM1,7218,19,379.89473684210526,29.59975557592423
ACAP3,5319,14,379.92857142857144,29.605866177818513
INPP5F,5319,14,379.92857142857144,29.605866177818513
DOCK1,6840,18,380,29.61808738160709
GSC,1140,3,380,29.61808738160709
PDGFRB,5700,15,380,29.61808738160709
SNAPC2,1520,4,380,29.61808738160709
TKTL2,2660,7,380,29.61808738160709
WNT11,1900,5,380,29.61808738160709
CNNM1,5702,15,380.1333333333333,29.654750992972804
SALL2,4942,13,380.15384615384613,29.660861594867093
RIMS1,7984,21,380.1904761904762,29.66697219676138
SOCS6,5703,15,380.2,29.67308279865567
ENO3,1521,4,380.25,29.679193400549952
NUMA1,7227,19,380.36842105263156,29.68530400244424
LZTS1,5706,15,380.4,29.69141460433853
MTG1,3424,9,380.44444444444446,29.697525206232818
CHRM4,3044,8,380.5,29.7036358081271
EMP3,761,2,380.5,29.7036358081271
ANAPC4,3807,10,380.7,29.715857011915674
SLC16A6,3807,10,380.7,29.715857011915674
ST6GALNAC2,1904,5,380.8,29.728078215704244
LAMA5,11426,30,380.8666666666667,29.734188817598532
TBC1D8,4190,11,380.90909090909093,29.74029941949282
ATG9B,4572,12,381,29.746410021387103
ESRP2,3429,9,381,29.746410021387103
RBBP6,6858,18,381,29.746410021387103
TAS2R38,1143,3,381,29.746410021387103
MYOF,6860,18,381.1111111111111,29.77085242896425
CARD9,4574,12,381.1666666666667,29.77696303085854
CPNE8,3431,9,381.22222222222223,29.783073632752828
PTGER4,3431,9,381.22222222222223,29.783073632752828
AKNAD1,3050,8,381.25,29.795294836541398
MRC2,5719,15,381.26666666666665,29.801405438435687
IFNA2,1144,3,381.3333333333333,29.807516040329972
CYP4F11,3051,8,381.375,29.81362664222426
SERPINI1,1907,5,381.4,29.819737244118542
GLP2R,4196,11,381.45454545454544,29.82584784601283
ADH7,2289,6,381.5,29.83195844790712
NTRK1,3052,8,381.5,29.83195844790712
HYKK,4197,11,381.54545454545456,29.84417965169569
WIPI1,1908,5,381.6,29.85029025358998
ZNF843,3816,10,381.6,29.85029025358998
SOX10,3054,8,381.75,29.862511457378556
C22orf42,1909,5,381.8,29.868622059272838
HEXIM2,1528,4,382,29.874732661167126
HSP90AB1,2674,7,382,29.874732661167126
MBD6,4202,11,382,29.874732661167126
TIMM17B,1528,4,382,29.874732661167126
GLI3,8405,22,382.04545454545456,29.89917506874427
NPAT,6113,16,382.0625,29.90528567063856
COL6A1,4203,11,382.09090909090907,29.91139627253284
OR7D4,4968,13,382.15384615384613,29.91750687442713
CRY2,4204,11,382.1818181818182,29.923617476321418
HNF1A,3442,9,382.44444444444446,29.929728078215707
GOLPH3,2678,7,382.57142857142856,29.93583868010999
DOT1L,7652,20,382.6,29.941949282004277
ITSN2,6122,16,382.625,29.948059883898566
RBM44,5358,14,382.7142857142857,29.95417048579285
TRIM55,2679,7,382.7142857142857,29.95417048579285
VPS29,1531,4,382.75,29.966391689581425
SSC5D,4977,13,382.84615384615387,29.97250229147571
PPP1R9B,4212,11,382.90909090909093,29.97861289337
FAM189A2,4596,12,383,29.98472349526428
FCGRT,2681,7,383,29.98472349526428
SYTL1,2681,7,383,29.98472349526428
LDB3,5363,14,383.07142857142856,30.003055300947146
UBXN6,4598,12,383.1666666666667,30.009165902841428
PLEKHG2,8048,21,383.23809523809524,30.015276504735716
MCM5,4599,12,383.25,30.021387106630005
VWA3A,4599,12,383.25,30.021387106630005
CAPN13,2683,7,383.2857142857143,30.033608310418575
C2orf76,1150,3,383.3333333333333,30.039718912312864
HMX1,1917,5,383.4,30.04582951420715
PAQR4,2685,7,383.57142857142856,30.051940116101434
RNF40,5371,14,383.64285714285717,30.05805071799572
FAM71A,2302,6,383.6666666666667,30.064161319890008
KRT6B,2302,6,383.6666666666667,30.064161319890008
AIP,1919,5,383.8,30.07638252367858
CD1E,1919,5,383.8,30.07638252367858
SLC23A1,2303,6,383.8333333333333,30.088603727467156
RBM20,7293,19,383.8421052631579,30.094714329361445
CYP2B6,3071,8,383.875,30.100824931255726
HAPLN3,3071,8,383.875,30.100824931255726
HS6ST1,4223,11,383.90909090909093,30.113046135044303
CIB4,768,2,384,30.119156736938592
MYOM3,5760,15,384,30.119156736938592
UBE2O,5377,14,384.07142857142856,30.131377940727162
ZAN,8835,23,384.1304347826087,30.137488542621448
PALD1,4610,12,384.1666666666667,30.143599144515736
GTPBP8,1921,5,384.2,30.149709746410018
RAD54B,3074,8,384.25,30.155820348304307
RPP38,1537,4,384.25,30.155820348304307
TNFRSF10A,2690,7,384.2857142857143,30.168041552092884
ANPEP,3843,10,384.3,30.174152153987166
PIK3C2B,7686,20,384.3,30.174152153987166
BLMH,2307,6,384.5,30.186373357775743
LDHB,1538,4,384.5,30.186373357775743
PARPBP,3076,8,384.5,30.186373357775743
SPDYE4,2307,6,384.5,30.186373357775743
TNFAIP8L1,3845,10,384.5,30.186373357775743
SYMPK,6537,17,384.52941176470586,30.216926367247176
CLCN2,4615,12,384.5833333333333,30.22303696914146
TMEM156,1923,5,384.6,30.229147571035746
LRGUK,3462,9,384.6666666666667,30.235258172930035
SESN2,3462,9,384.6666666666667,30.235258172930035
JAK3,5386,14,384.7142857142857,30.247479376718605
IKBKB,5002,13,384.7692307692308,30.253589978612894
SCARF2,3463,9,384.77777777777777,30.259700580507182
CLEC18B,1924,5,384.8,30.265811182401464
SMC1B,4233,11,384.8181818181818,30.271921784295753
OTP,2694,7,384.85714285714283,30.27803238619004
STIM2,5004,13,384.9230769230769,30.284142988084326
PCED1B,2310,6,385,30.29025358997861
TLR5,4235,11,385,30.29025358997861
TSGA10IP,1925,5,385,30.29025358997861
TULP3,3080,8,385,30.29025358997861
ATP8B1,6161,16,385.0625,30.314695997555756
KLHL18,4622,12,385.1666666666667,30.320806599450044
EPPIN-WFDC6,1156,3,385.3333333333333,30.326917201344333
RNF183,2312,6,385.3333333333333,30.326917201344333
CCT8,1927,5,385.4,30.339138405132903
MAZ,2698,7,385.42857142857144,30.345249007027192
ALDH1A3,3469,9,385.44444444444446,30.35135960892148
FAM81B,1542,4,385.5,30.35747021081577
KLK11,1542,4,385.5,30.35747021081577
DEPDC5,6554,17,385.52941176470586,30.36969141460434
ANKRD13A,4241,11,385.54545454545456,30.375802016498625
SLC25A43,2699,7,385.57142857142856,30.381912618392914
NIPAL4,3085,8,385.625,30.388023220287195
SLC35F4,2700,7,385.7142857142857,30.394133822181484
GUCY2C,3858,10,385.8,30.400244424075773
HCFC1,8876,23,385.9130434782609,30.406355025970054
EPHA8,5019,13,386.0769230769231,30.412465627864343
MTHFD1L,3475,9,386.1111111111111,30.41857622975863
ABCC8,6565,17,386.1764705882353,30.42468683165292
ILVBL,4248,11,386.1818181818182,30.430797433547202
GRXCR1,1545,4,386.25,30.43690803544149
TXNDC15,3090,8,386.25,30.43690803544149
SLITRK6,4249,11,386.27272727272725,30.449129239230068
GPR15,2704,7,386.2857142857143,30.45523984112435
CHIA,4250,11,386.3636363636364,30.461350443018638
CPQ,1932,5,386.4,30.467461044912923
PIH1D2,1932,5,386.4,30.467461044912923
FERMT1,4637,12,386.4166666666667,30.479682248701494
FCRL3,4638,12,386.5,30.485792850595782
LGALS14,773,2,386.5,30.485792850595782
INF2,7732,20,386.6,30.49801405438436
SHC4,5027,13,386.6923076923077,30.50412465627864
COMP,2707,7,386.7142857142857,30.51023525817293
EPCAM,1547,4,386.75,30.51634586006722
LYL1,1547,4,386.75,30.51634586006722
FOXI1,2321,6,386.8333333333333,30.52856706385579
STMN4,2321,6,386.8333333333333,30.52856706385579
SPRY2,2708,7,386.85714285714283,30.540788267644363
HS3ST5,3869,10,386.9,30.54689886953865
PLCB2,4643,12,386.9166666666667,30.553009471432937
USP51,4643,12,386.9166666666667,30.553009471432937
BLVRA,1161,3,387,30.56523067522151
CPOX,2709,7,387,30.56523067522151
ITLN2,1161,3,387,30.56523067522151
TNRC18,10839,28,387.10714285714283,30.58356248090437
SATB2,6194,16,387.125,30.589673082798658
EMX2,2710,7,387.14285714285717,30.59578368469294
STEAP3,4259,11,387.1818181818182,30.60189428658723
TMEM260,4259,11,387.1818181818182,30.60189428658723
ACRV1,1936,5,387.2,30.614115490375802
IQGAP2,5808,15,387.2,30.614115490375802
NDUFAF1,2324,6,387.3333333333333,30.626336694164376
ZNF428,1162,3,387.3333333333333,30.626336694164376
DGKQ,4649,12,387.4166666666667,30.63855789795295
C1QTNF1,3100,8,387.5,30.64466849984723
UBE2U,1550,4,387.5,30.64466849984723
WFDC12,775,2,387.5,30.64466849984723
PRMT7,4652,12,387.6666666666667,30.663000305530097
DNAJC13,7754,20,387.7,30.66911090742438
NRBP2,3877,10,387.7,30.66911090742438
MMP13,2714,7,387.7142857142857,30.681332111212956
MROH9,3102,8,387.75,30.687442713107245
SMG7,6204,16,387.75,30.687442713107245
PXYLP1,4654,12,387.8333333333333,30.699663916895815
BAZ2B,8145,21,387.85714285714283,30.7057745187901
DSP,9697,25,387.88,30.71188512068439
ABCB8,4656,12,388,30.71799572257867
KRT72,1940,5,388,30.71799572257867
NBR1,4656,12,388,30.71799572257867
NFXL1,3880,10,388,30.71799572257867
EFR3A,5433,14,388.07142857142856,30.74243813015582
SCAF4,4269,11,388.09090909090907,30.748548732050107
HS3ST2,2329,6,388.1666666666667,30.754659333944396
FLNA,8541,22,388.22727272727275,30.760769935838677
EIF3M,5047,13,388.2307692307692,30.766880537732966
BCAR1,4659,12,388.25,30.772991139627255
IRS2,8156,21,388.3809523809524,30.779101741521544
EPX,2719,7,388.42857142857144,30.785212343415825
DMBX1,5050,13,388.46153846153845,30.791322945310114
CHSY1,4662,12,388.5,30.7974335472044
FGFR1,6216,16,388.5,30.7974335472044
LONRF3,3108,8,388.5,30.7974335472044
LYAR,1554,4,388.5,30.7974335472044
ZNF746,5051,13,388.53846153846155,30.821875954781547
ACTN1,5441,14,388.64285714285717,30.827986556675835
PDE8A,4664,12,388.6666666666667,30.834097158570117
SLCO1C1,3498,9,388.6666666666667,30.834097158570117
STAT3,5054,13,388.7692307692308,30.846318362358694
ADAMTS18,5833,15,388.8666666666667,30.852428964252983
PLEKHG6,3111,8,388.875,30.858539566147265
RASAL3,4278,11,388.90909090909093,30.864650168041553
SFXN4,1556,4,389,30.87076076993584
SLC39A1,2723,7,389,30.87076076993584
IGSF10,8562,22,389.1818181818182,30.882981973724412
SLC39A12,2725,7,389.2857142857143,30.889092575618697
KCNJ8,2336,6,389.3333333333333,30.895203177512986
NSUN5,2336,6,389.3333333333333,30.895203177512986
ASB9,1947,5,389.4,30.907424381301556
FANCA,5452,14,389.42857142857144,30.913534983195845
FAM135B,7401,19,389.5263157894737,30.919645585090134
CARNS1,5065,13,389.61538461538464,30.925756186984415
PARVG,5066,13,389.6923076923077,30.931866788878704
CARD11,4287,11,389.72727272727275,30.937977390772993
STK33,4677,12,389.75,30.944087992667278
TAF3,5067,13,389.7692307692308,30.950198594561563
KREMEN2,2339,6,389.8333333333333,30.95630919645585
FOXA1,3509,9,389.8888888888889,30.962419798350137
NHP2,780,2,390,30.968530400244425
RPA4,1560,4,390,30.968530400244425
TMPRSS5,2340,6,390,30.968530400244425
FAH,3511,9,390.1111111111111,30.986862205927284
PPP6R3,5072,13,390.15384615384613,30.992972807821573
TAF7L,2341,6,390.1666666666667,30.999083409715855
STAP1,1951,5,390.2,31.005194011610143
INPP5J,3512,9,390.22222222222223,31.011304613504432
SCN4A,7805,20,390.25,31.01741521539872
NPEPL1,4684,12,390.3333333333333,31.023525817293002
PARG,4294,11,390.3636363636364,31.02963641918729
CHRNB2,5857,15,390.46666666666664,31.035747021081576
SLC15A1,3124,8,390.5,31.041857622975865
UPF3B,2343,6,390.5,31.041857622975865
PHKA2,5077,13,390.53846153846155,31.054078826764435
CHST1,3906,10,390.6,31.060189428658724
DGCR6L,1172,3,390.6666666666667,31.066300030553005
MAP2K5,2344,6,390.6666666666667,31.066300030553005
SAC3D1,1563,4,390.75,31.078521234341583
CLDN19,3517,9,390.77777777777777,31.08463183623587
RFT1,5081,13,390.84615384615387,31.090742438130153
VWA5A,4300,11,390.90909090909093,31.096853040024442
CACNA1G,8602,22,391,31.10296364191873
COX5A,1173,3,391,31.10296364191873
LUC7L,2737,7,391,31.10296364191873
TRMT13,3128,8,391,31.10296364191873
PELP1,5084,13,391.0769230769231,31.127406049495875
SEC31B,5087,13,391.3076923076923,31.133516651390163
TFR2,3131,8,391.375,31.139627253284445
PCDH8,5088,13,391.38461538461536,31.145737855178734
CCNB3,4697,12,391.4166666666667,31.151848457073022
NR1I2,4306,11,391.45454545454544,31.15795905896731
SEZ6,4306,11,391.45454545454544,31.15795905896731
SPAM1,2349,6,391.5,31.17018026275588
SMARCC2,5090,13,391.53846153846155,31.17629086465017
TEX11,3133,8,391.625,31.18240146654446
KIT,5483,14,391.64285714285717,31.18851206843874
PIK3CD,5483,14,391.64285714285717,31.18851206843874
MED15,4701,12,391.75,31.200733272227314
MMP20,1959,5,391.8,31.206843874121603
NEUROD6,1959,5,391.8,31.206843874121603
ITPKB,6269,16,391.8125,31.219065077910173
CSK,2743,7,391.85714285714283,31.22517567980446
PRICKLE1,5878,15,391.8666666666667,31.231286281698743
FSCB,3135,8,391.875,31.237396883593032
NRG2,3919,10,391.9,31.24350748548732
LIMA1,3920,10,392,31.24961808738161
ZNF552,2352,6,392,31.24961808738161
ZWINT,1961,5,392.2,31.26183929117018
SMARCA2,7061,18,392.27777777777777,31.26794989306447
PPP4R1,3923,10,392.3,31.274060494958754
ALDH4A1,3139,8,392.375,31.28017109685304
CYGB,1962,5,392.4,31.286281698747327
GPR160,1962,5,392.4,31.286281698747327
USP6NL,4709,12,392.4166666666667,31.2985029025359
COX6B1,785,2,392.5,31.304613504430183
JRKL,3140,8,392.5,31.304613504430183
PLA2G2E,785,2,392.5,31.304613504430183
ADAD1,1963,5,392.6,31.32294531011305
NUP210L,5889,15,392.6,31.32294531011305
CABP2,1178,3,392.6666666666667,31.33516651390162
NFE2L2,2749,7,392.7142857142857,31.341277115795908
ZBTB47,5498,14,392.7142857142857,31.341277115795908
TCEAL4,1571,4,392.75,31.353498319584478
KANK4,5499,14,392.7857142857143,31.359608921478767
RTN2,2357,6,392.8333333333333,31.365719523373052
PHKA1,6286,16,392.875,31.37183012526734
ABCC11,5894,15,392.93333333333334,31.377940727161622
ARHGEF18,6681,17,393,31.38405132905591
CHID1,3537,9,393,31.38405132905591
FIGNL1,3930,10,393,31.38405132905591
ZNF333,4716,12,393,31.38405132905591
ITGB4,5896,15,393.06666666666666,31.40849373663306
CASD1,3931,10,393.1,31.414604338527347
SLC6A8,3931,10,393.1,31.414604338527347
PTH2R,2752,7,393.14285714285717,31.426825542315918
AGTR1,2359,6,393.1666666666667,31.432936144210206
CCDC63,1966,5,393.2,31.439046746104495
CPLX4,1966,5,393.2,31.439046746104495
SPATA20,3539,9,393.22222222222223,31.451267949893065
EXTL2,3146,8,393.25,31.45737855178735
PSG2,1573,4,393.25,31.45737855178735
ALKBH2,1180,3,393.3333333333333,31.46959975557592
EGFLAM,4720,12,393.3333333333333,31.46959975557592
TSHZ1,7080,18,393.3333333333333,31.46959975557592
ZNF607,4327,11,393.3636363636364,31.487931561258787
RASGRF1,6294,16,393.375,31.49404216315307
HARBI1,1967,5,393.4,31.500152765047357
CFAP46,8263,21,393.4761904761905,31.506263366941646
SLC2A4RG,2361,6,393.5,31.512373968835934
SBF1,9838,25,393.52,31.518484570730216
MYO1D,5510,14,393.57142857142856,31.524595172624505
MED8,1968,5,393.6,31.53070577451879
RNF111,5905,15,393.6666666666667,31.53681637641308
RAPGEF3,6300,16,393.75,31.542926978307364
AGBL4,3938,10,393.8,31.54903758020165
CORO2B,3545,9,393.8888888888889,31.555148182095937
TRAPPC9,7092,18,394,31.56125878399022
MMP1,1971,5,394.2,31.567369385884508
POLE,8673,22,394.22727272727275,31.573479987778796
DECR1,2760,7,394.2857142857143,31.579590589673085
PLEK,2760,7,394.2857142857143,31.579590589673085
ANO10,3155,8,394.375,31.591811793461655
CSE1L,3550,9,394.44444444444446,31.597922395355944
SERPINE1,3156,8,394.5,31.60403299725023
FTSJ3,3551,9,394.55555555555554,31.610143599144514
FOXJ2,5524,14,394.57142857142856,31.616254201038803
FSHR,2762,7,394.57142857142856,31.616254201038803
TCF3,4735,12,394.5833333333333,31.628475404827377
RCCD1,3157,8,394.625,31.63458600672166
CELSR1,11839,30,394.6333333333333,31.640696608615947
ANGPTL5,2368,6,394.6666666666667,31.646807210510236
BTBD2,2763,7,394.7142857142857,31.652917812404525
OSMR,5526,14,394.7142857142857,31.652917812404525
"NALCN",7105,18,394.72222222222223,31.665139016193095
SIPA1L2,7105,18,394.72222222222223,31.665139016193095
CNDP1,4342,11,394.72727272727275,31.677360219981672
ELP3,3158,8,394.75,31.683470821875954
NELL2,3553,9,394.77777777777777,31.689581423770242
SLC27A1,4343,11,394.8181818181818,31.695692025664528
RASGRP3,4738,12,394.8333333333333,31.701802627558816
GALNT12,2764,7,394.85714285714283,31.707913229453098
LRRC1,3159,8,394.875,31.714023831347387
HNF4A,4739,12,394.9166666666667,31.720134433241675
RANBP17,4739,12,394.9166666666667,31.720134433241675
FXYD5,1580,4,395,31.732355637030246
TP53BP2,4741,12,395.0833333333333,31.738466238924534
TAOK3,4346,11,395.09090909090907,31.744576840818823
UGT1A7,2371,6,395.1666666666667,31.750687442713105
KDM5B,9485,24,395.2083333333333,31.756798044607393
CSNK1E,3162,8,395.25,31.762908646501682
SCFD2,3162,8,395.25,31.762908646501682
CAPN7,4348,11,395.27272727272725,31.775129850290252
GNB1,3163,8,395.375,31.78124045218454
GPS2,1977,5,395.4,31.787351054078826
TRAK1,5536,14,395.42857142857144,31.793461655973115
PLCD4,4350,11,395.45454545454544,31.799572257867396
ARPC1A,1582,4,395.5,31.805682859761685
ZNF461,3955,10,395.5,31.805682859761685
