hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
PSD4,11342,113157325,113209396,ENSG00000125637,2,58,0.005113736554399576
DCAF11,4304,24114195,24125242,ENSG00000100897,14,22,0.005111524163568773
CCDC96,2153,7040849,7043001,ENSG00000173013,4,11,0.005109150023223409
OR5A1,8612,59436469,59451380,ENSG00000172320,11,44,0.005109150023223409
CFTR,6070,117287120,117715971,ENSG00000001626,7,31,0.005107084019769358
MPPE1,3330,11882622,11908366,ENSG00000154889,18,17,0.005105105105105105
OR4N2,3331,19719015,19830253,ENSG00000176294,14,17,0.005103572500750525
BCL6B,3527,7023050,7030290,ENSG00000161940,17,18,0.005103487383045081
MYOF,6860,93306429,93482334,ENSG00000138119,10,35,0.00510204081632653
SNX19,15691,130866250,130916479,ENSG00000120451,11,80,0.005098464087693582
PLA2G2E,785,19920009,19923617,ENSG00000188784,1,4,0.005095541401273885
GRB2,3729,75318076,75405709,ENSG00000177885,17,19,0.005095199785465273
GFM1,6478,158644527,158695581,ENSG00000168827,3,33,0.00509416486569929
ANKRD34B,3730,80556755,80570280,ENSG00000189127,5,19,0.005093833780160858
TCEAL4,1571,103576231,103587729,ENSG00000133142,X,8,0.005092297899427116
ZNF852,3535,44494847,44510636,ENSG00000281626,CHR_HG2066_PATCH,18,0.005091937765205092
EXD2,5107,69191498,69244020,ENSG00000081177,14,26,0.005091051497943999
MMS22L,8643,97142161,97283217,ENSG00000146263,6,44,0.005090824945042231
ABCC11,5894,48165773,48247568,ENSG00000121270,16,30,0.00508992195453003
CD93,6681,23079360,23086324,ENSG00000125810,20,34,0.005089058524173028
ATP1B2,3341,7646627,7657770,ENSG00000129244,17,17,0.0050882969170906915
GBGT1,2948,133152948,133163933,ENSG00000148288,9,15,0.00508819538670285
SIGLEC15,2948,45825675,45844094,ENSG00000197046,18,15,0.00508819538670285
GCC1,4128,127580628,127593611,ENSG00000179562,7,21,0.005087209302325582
RBM15,4129,110338506,110346681,ENSG00000162775,1,21,0.005085977234197142
TRIM49,2163,89797655,89808575,ENSG00000168930,11,11,0.005085529357374018
DYNC1I1,2950,95772506,96110322,ENSG00000158560,7,15,0.005084745762711864
HIVEP2,10032,142751469,142956698,ENSG00000010818,6,51,0.005083732057416268
SKOR1,3738,67819704,67834582,ENSG00000188779,15,19,0.005082932049224184
AUH,1574,91213815,91361918,ENSG00000148090,9,8,0.005082592121982211
MFSD1,2361,158732198,158829719,ENSG00000118855,3,12,0.005082592121982211
MREG,3148,215942584,216034096,ENSG00000118242,2,16,0.005082592121982211
NDRG4,5116,58462846,58513628,ENSG00000103034,16,26,0.0050820953870211105
CADM3,3739,159171609,159203313,ENSG00000162706,1,19,0.005081572612998127
ZNF358,1968,7515292,7521025,ENSG00000198816,19,10,0.00508130081300813
CTR9,4330,10751246,10801625,ENSG00000198730,11,22,0.005080831408775982
ZNF681,6497,23739195,23758891,ENSG00000196172,19,33,0.00507926735416346
DHRS12,1970,51767993,51804163,ENSG00000102796,13,10,0.005076142131979695
UBTFL1,1182,90085950,90087131,ENSG00000255009,11,6,0.005076142131979695
DSCAML1,6899,117427772,117817525,ENSG00000177103,11,35,0.005073199014349905
WDR7,7295,56651343,57029811,ENSG00000091157,18,37,0.005071967100753941
TLR9,3352,52221080,52225645,ENSG00000239732,3,17,0.005071599045346062
ANO10,3155,43354859,43691594,ENSG00000160746,3,16,0.005071315372424723
LCP1,3944,46125920,46211871,ENSG00000136167,13,20,0.005070993914807302
MDH2,2170,76048051,76067508,ENSG00000146701,7,11,0.005069124423963134
ZSCAN31,3551,28324693,28356271,ENSG00000235109,6,18,0.005068994649394537
DOC2A,3749,30005514,30023270,ENSG00000149927,16,19,0.005068018138170179
CST6,592,66012008,66013505,ENSG00000175315,11,3,0.005067567567567568
RBM17,3751,6089034,6117457,ENSG00000134453,10,19,0.005065315915755798
RAB8A,2567,16111889,16134234,ENSG00000167461,19,13,0.00506427736657577
CYP4F24P,1580,15760241,15779909,ENSG00000267594,19,8,0.005063291139240506
PLEKHA7,5530,16777297,17014414,ENSG00000166689,11,28,0.005063291139240506
FAIM,3161,138608606,138633376,ENSG00000158234,3,16,0.00506168933881683
PAX3,3359,222199887,222298998,ENSG00000135903,2,17,0.00506103006847276
TRPC4AP,3162,35002404,35092807,ENSG00000100991,20,16,0.005060088551549652
FADS6,2174,74877302,74893781,ENSG00000172782,17,11,0.005059797608095676
ZNF273,3757,64870172,64930981,ENSG00000198039,7,19,0.0050572265105137074
GAS2L3,5736,100573683,100628288,ENSG00000139354,12,29,0.005055788005578801
C9,2770,39284140,39424868,ENSG00000113600,5,14,0.005054151624548736
KLHL5,7718,39045039,39126857,ENSG00000109790,4,39,0.005053122570614149
C7orf26,2178,6590021,6608726,ENSG00000146576,7,11,0.005050505050505051
PRNP,2574,4686350,4701590,ENSG00000171867,20,13,0.005050505050505051
PLXNA1,9309,126982693,127037389,ENSG00000114554,3,47,0.005048877430443657
GPER1,2971,1082208,1093815,ENSG00000164850,7,15,0.005048805116122518
WWOX,6142,78099400,79212667,ENSG00000186153,16,31,0.005047215890589384
CCDC169,5944,36222008,36297840,ENSG00000242715,13,30,0.0050471063257065945
PTPN7,3765,202147013,202161588,ENSG00000143851,1,19,0.005046480743691899
ACER3,7333,76860859,77026797,ENSG00000078124,11,37,0.0050456838947224875
PCDHGA7,4759,141382739,141512975,ENSG00000253537,5,24,0.005043076276528682
SLC8A2,4959,47428017,47471893,ENSG00000118160,19,25,0.00504133897963299
CRMP1,3174,5748084,5893086,ENSG00000072832,4,16,0.005040957781978576
IPO11,4365,62403972,62628582,ENSG00000086200,5,22,0.005040091638029783
NUDT11,2381,51490011,51496592,ENSG00000196368,X,12,0.00503989920201596
TMEM30B,3969,61277370,61281761,ENSG00000182107,14,20,0.005039052658100277
PLEKHN1,3176,966482,975865,ENSG00000187583,1,16,0.005037783375314861
SEMA7A,3376,74411133,74435802,ENSG00000288455,CHR_HG2198_PATCH,17,0.005035545023696682
TMEM63C,5363,77116568,77259495,ENSG00000165548,14,27,0.005034495618124185
MICAL3,9535,17787649,18024561,ENSG00000243156,22,48,0.005034084950183535
SVOPL,5761,138594285,138701362,ENSG00000157703,7,29,0.005033848290227391
GNPDA1,2980,141991749,142013041,ENSG00000113552,5,15,0.0050335570469798654
TBX21,2583,47733236,47746122,ENSG00000073861,17,13,0.005032907471931862
COL21A1,4173,56056590,56394094,ENSG00000124749,6,21,0.0050323508267433505
GAS2L1,3382,29306582,29312785,ENSG00000185340,22,17,0.005026611472501478
MRS2,3980,24402908,24426194,ENSG00000124532,6,20,0.005025125628140704
UBQLN4,3582,156035299,156053798,ENSG00000160803,1,18,0.005025125628140704
BTN2A2,3583,26383096,26394874,ENSG00000124508,6,18,0.005023723137036003
CCDC73,4381,32602721,32794662,ENSG00000186714,11,22,0.005021684546907099
BMP6,3784,7726099,7881728,ENSG00000153162,6,19,0.005021141649048625
EI24,2191,125569280,125584684,ENSG00000149547,11,11,0.005020538566864446
ZNF362,3187,33256492,33300719,ENSG00000160094,1,16,0.005020395356134295
SMARCA4,5777,10960932,11079426,ENSG00000127616,19,29,0.005019906525878483
AGBL2,3586,47664132,47719930,ENSG00000285501,CHR_HG2114_PATCH,18,0.0050195203569436695
BST1,1993,15703065,15738313,ENSG00000109743,4,10,0.005017561465127948
THSD1,3189,52377167,52416373,ENSG00000136114,13,16,0.005017246785826278
TESPA1,4188,54948015,54984762,ENSG00000135426,12,21,0.00501432664756447
ZNF354B,2794,178859953,178888122,ENSG00000178338,5,14,0.005010737294201861
SLC30A5,3992,69093991,69131069,ENSG00000145740,5,20,0.00501002004008016
CARD17,1198,105092469,105101431,ENSG00000255221,11,6,0.005008347245409015
LHX2,2396,124001670,124033301,ENSG00000106689,9,12,0.005008347245409015
OGDH,4193,44606572,44709066,ENSG00000105953,7,21,0.005008347245409015
CDH18,4793,19471296,20575873,ENSG00000145526,5,24,0.005007302315877321
STRN3,4195,30893799,31026401,ENSG00000196792,14,21,0.00500595947556615
MCM9,7592,118813442,118935162,ENSG00000111877,6,38,0.0050052687038988405
IRX5,2398,54930865,54934485,ENSG00000176842,16,12,0.0050041701417848205
HMCN2,15789,130265760,130434123,ENSG00000148357,9,79,0.005003483437836468
UBXN6,4598,4444999,4457794,ENSG00000167671,19,23,0.005002174858634189
SAMD7,2399,169911572,169939175,ENSG00000187033,3,12,0.005002084201750729
FAM110D,2799,26159079,26163962,ENSG00000197245,1,14,0.005001786352268668
LCE1E,1200,152786214,152788426,ENSG00000186226,1,6,0.005
CACNA1G,8602,50560715,50627474,ENSG00000006283,17,43,0.004998837479655894
PDK4,3601,95583499,95596516,ENSG00000004799,7,18,0.004998611496806442
KLB,6002,39406930,39451533,ENSG00000134962,4,30,0.004998333888703766
RWDD4,2601,183639635,183659203,ENSG00000182552,4,13,0.004998077662437524
PPP2R3B,5803,333240,385935,ENSG00000273850,CHR_HSCHRX_2_CTG3,29,0.004997415130105118
NCOA1,7405,24491254,24770702,ENSG00000084676,2,37,0.0049966239027683995
AICDA,2803,8602170,8612867,ENSG00000111732,12,14,0.0049946485907955765
ZNF627,2803,11559374,11619161,ENSG00000198551,19,14,0.0049946485907955765
LOXHD1,7208,46476972,46657220,ENSG00000167210,18,36,0.004994450610432853
BHMT2,2603,79069767,79090069,ENSG00000132840,5,13,0.004994237418363427
TET1,9612,68560337,68694487,ENSG00000138336,10,48,0.004993757802746567
NEURL4,5207,7318665,7332430,ENSG00000288301,CHR_HG2087_PATCH,26,0.004993278279239485
ECD,3006,73130155,73169055,ENSG00000122882,10,15,0.00499001996007984
PMVK,1002,154924740,154936719,ENSG00000163344,1,5,0.00499001996007984
CLU,2807,27596917,27614700,ENSG00000120885,8,14,0.004987531172069825
UAP1L1,4412,137077517,137084539,ENSG00000197355,9,22,0.004986400725294651
DROSHA,5416,31400494,31532196,ENSG00000113360,5,27,0.004985228951255539
GGH,5220,63014881,63039407,ENSG00000137563,8,26,0.004980842911877395
DLST,2813,74881891,74903743,ENSG00000119689,14,14,0.004976892996800568
HK2,5626,74834127,74893359,ENSG00000159399,2,28,0.004976892996800568
FOXN4,3416,109277978,109309284,ENSG00000139445,12,17,0.004976580796252928
GGT5,4020,24219654,24245108,ENSG00000099998,22,20,0.004975124378109453
KPNA3,4222,49699320,49792682,ENSG00000102753,13,21,0.004973945997157745
NEK6,3619,124257606,124353307,ENSG00000119408,9,18,0.004973749654600719
CYP4V2,8646,186191567,186213463,ENSG00000145476,4,43,0.004973398103169095
CALML3,1811,5524961,5526771,ENSG00000178363,10,9,0.004969630038652678
PRKACG,1610,69012504,69014113,ENSG00000165059,9,8,0.004968944099378882
RTP1,2214,187197486,187201462,ENSG00000175077,3,11,0.004968383017163505
MAML3,6844,139716753,140154184,ENSG00000196782,4,34,0.004967855055523086
PTPN21,6443,88465778,88555007,ENSG00000070778,14,32,0.004966630451652957
BRWD1,17728,39184176,39321559,ENSG00000185658,21,88,0.004963898916967509
PAM16,806,4331549,4356579,ENSG00000282228,CHR_HSCHR16_3_CTG1,4,0.004962779156327543
ITGB6,4641,160099667,160200313,ENSG00000115221,2,23,0.00495582848524025
ABCC5,5852,183919934,184017939,ENSG00000114770,3,29,0.004955570745044429
PGAP3,3028,39671122,39696797,ENSG00000161395,17,15,0.004953764861294584
CDHR5,3635,616823,626336,ENSG00000273572,CHR_HSCHR11_1_CTG8,18,0.0049518569463548835
INTS8,4645,94813311,94881746,ENSG00000164941,8,23,0.0049515608180839615
CPEB2,7069,15002481,15070153,ENSG00000137449,4,35,0.004951195360022634
MCM2,3434,127598410,127622436,ENSG00000073111,3,17,0.0049504950495049506
CNTNAP4,6263,76277278,76560757,ENSG00000152910,16,31,0.004949704614402044
MAP7D3,4446,136213220,136256482,ENSG00000129680,X,22,0.004948268106162843
CIAPIN1,2021,57428187,57447420,ENSG00000005194,16,10,0.004948045522018802
CADPS2,6065,122318411,122886759,ENSG00000081803,7,30,0.00494641384995878
LZTS3,5257,3162617,3173549,ENSG00000088899,20,26,0.0049457865702872365
CENPW,809,126340115,126348875,ENSG00000203760,6,4,0.004944375772558714
GLDC,3843,6532467,6645729,ENSG00000178445,9,19,0.004944054124381993
PIGC,2630,172370189,172444086,ENSG00000135845,1,13,0.00494296577946768
EFR3B,7486,25042076,25159135,ENSG00000084710,2,37,0.004942559444296019
GMNC,3642,190852737,190892429,ENSG00000205835,3,18,0.004942339373970346
UBR2,7891,42564029,42693505,ENSG00000024048,6,39,0.004942339373970346
CBR4,3440,168863770,169010275,ENSG00000145439,4,17,0.004941860465116279
BCL2L13,5062,17628855,17730855,ENSG00000099968,22,25,0.004938759383642829
MEGF8,11137,42325609,42378769,ENSG00000105429,19,55,0.004938493310586334
TMEM41B,3848,9280654,9314636,ENSG00000166471,11,19,0.004937629937629938
OR4K17,5068,20110739,20122199,ENSG00000176230,14,25,0.004932912391475927
DMTF1,4460,87152409,87196337,ENSG00000135164,7,22,0.004932735426008968
MYL2,811,110910819,110921443,ENSG00000111245,12,4,0.004932182490752158
SLCO4C1,5069,102233986,102296284,ENSG00000173930,5,25,0.004931939238508582
DAGLB,2839,6409126,6484190,ENSG00000164535,7,14,0.004931313842902431
SLC12A9,4462,100826820,100867010,ENSG00000146828,7,22,0.004930524428507396
SND1,3448,127652194,128092609,ENSG00000197157,7,17,0.004930394431554524
SYNJ1,7099,32628759,32728040,ENSG00000159082,21,35,0.004930271869277363
KLHL33,5478,20425852,20436166,ENSG00000185271,14,27,0.004928806133625411
PIGT,6087,45416084,45456934,ENSG00000124155,20,30,0.0049285362247412515
KIF16B,5276,16272104,16573448,ENSG00000089177,20,26,0.004927975739196361
PCDHA9,6900,140847772,141012347,ENSG00000204961,5,34,0.004927536231884058
CRAT,4466,129094142,129111189,ENSG00000095321,9,22,0.0049261083743842365
STARD3,3451,39637090,39664201,ENSG00000131748,17,17,0.0049261083743842365
STK36,4873,218672069,218702716,ENSG00000163482,2,24,0.004925097475887544
UACA,6904,70654554,70763558,ENSG00000137831,15,34,0.004924681344148319
SEMA4A,3249,156147366,156177752,ENSG00000196189,1,16,0.0049245921822099106
KLHL6,6295,183487551,183555706,ENSG00000172578,3,31,0.004924543288324067
PDZD2,11984,31639131,32110932,ENSG00000133401,5,59,0.004923230974632844
RAPGEF3,6300,47734363,47771040,ENSG00000079337,12,31,0.004920634920634921
DTL,4471,212035553,212107400,ENSG00000143476,1,22,0.004920599418474614
TRIM23,3863,65589690,65625975,ENSG00000113595,5,19,0.004918457157649495
SNRPA1,2440,101281510,101295282,ENSG00000131876,15,12,0.004918032786885246
CRYBG3,10779,97822011,97944984,ENSG00000080200,3,53,0.004916968178866314
AIFM3,2850,20965108,20981360,ENSG00000183773,22,14,0.004912280701754386
MAP3K8,2850,30434021,30461833,ENSG00000107968,10,14,0.004912280701754386
SOX10,3054,37970686,37987422,ENSG00000100146,22,15,0.004911591355599214
NPEPL1,4684,58689131,58719238,ENSG00000215440,20,23,0.004910333048676345
GAB2,6110,78215293,78418348,ENSG00000033327,11,30,0.004909983633387889
TMEM204,1833,1528688,1555580,ENSG00000131634,16,9,0.004909983633387889
TBC1D28,3260,18634247,18644427,ENSG00000189375,17,16,0.0049079754601227
"NAP1L3",2649,93670930,93673578,ENSG00000186310,X,13,0.004907512268780672
NR4A3,5706,99821855,99866891,ENSG00000119508,9,28,0.004907115317209955
PDE6A,5706,149857953,149944793,ENSG00000132915,5,28,0.004907115317209955
TTC23,3872,99136323,99251223,ENSG00000103852,15,19,0.00490702479338843
MGAM,9172,141907813,142106747,ENSG00000257335,7,45,0.004906236371565635
RNASE13,1631,21032818,21034807,ENSG00000206150,14,8,0.004904966278356836
"NAALAD2",3466,90131515,90192894,ENSG00000285516,CHR_HSCHR11_2_CTG8,17,0.0049047893825735715
ZBTB5,4690,37438102,37465450,ENSG00000168795,9,23,0.004904051172707889
MTFR1,2651,65644734,65771261,ENSG00000066855,8,13,0.004903809883062995
INVS,4897,100099243,100302175,ENSG00000119509,9,24,0.004900959771288544
FREM2,16122,38687077,38887131,ENSG00000150893,13,79,0.0049001364594963405
TP53,2653,7661779,7687538,ENSG00000141510,17,13,0.004900113079532605
CRACR2A,7554,3606633,3764819,ENSG00000130038,12,37,0.004898067249139528
DCBLD2,6128,98795941,98901695,ENSG00000057019,3,30,0.00489556135770235
SNAP47,4086,227728200,227781826,ENSG00000143740,1,20,0.004894762604013705
PPP2R3A,6743,135965728,136147894,ENSG00000073711,3,33,0.004893964110929853
MTHFR,8378,11785723,11806455,ENSG00000177000,1,41,0.00489376939603724
VRK2,2657,57907629,58159920,ENSG00000028116,2,13,0.004892736168611215
SLC27A6,2863,128538013,129033642,ENSG00000113396,5,14,0.004889975550122249
SCNN1G,3477,23182745,23216883,ENSG00000166828,16,17,0.004889272361230946
RNFT2,5727,116738178,116853631,ENSG00000135119,12,28,0.004889121704208137
ACSF2,2251,50426158,50474845,ENSG00000167107,17,11,0.004886717014660151
RAB19,2661,140404058,140427974,ENSG00000146955,7,13,0.004885381435550545
SLU7,3480,160401641,160421711,ENSG00000164609,5,17,0.004885057471264368
RNF13,2866,149812770,149962139,ENSG00000082996,3,14,0.004884856943475227
SLC5A4,2048,32218464,32255347,ENSG00000100191,22,10,0.0048828125
MCOLN1,2253,7522624,7534009,ENSG00000090674,19,11,0.004882379050155349
TNK2,5940,195863364,195911945,ENSG00000061938,3,29,0.004882154882154882
PLEKHA4,3073,48837097,48868617,ENSG00000105559,19,15,0.0048812235600390495
RAB6C,3073,129979666,129982738,ENSG00000222014,2,15,0.0048812235600390495
TMEM9B,1844,8947202,8965011,ENSG00000175348,11,9,0.004880694143167028
SNX15,4713,65027439,65040572,ENSG00000110025,11,23,0.00488011882028432
DCDC2,4715,24171755,24358059,ENSG00000146038,6,23,0.004878048780487805
PHLDB1,5945,118606440,118658031,ENSG00000019144,11,29,0.004878048780487805
RBM34,1847,235131183,235161283,ENSG00000188739,1,9,0.004872766648619383
DLAT,4927,112025408,112064404,ENSG00000150768,11,24,0.004871118327582707
PSD3,11704,18527303,19084730,ENSG00000156011,8,57,0.00487012987012987
NDST1,8011,150485818,150558211,ENSG00000070614,5,39,0.004868306079141181
GLDN,4932,51341655,51408005,ENSG00000186417,15,24,0.004866180048661801
ZSCAN20,9456,33472645,33501643,ENSG00000121903,1,46,0.004864636209813875
KMT2C,16860,152134922,152436644,ENSG00000055609,7,82,0.004863582443653618
HMGCS1,5350,43287470,43313512,ENSG00000112972,5,26,0.00485981308411215
IL2,1029,122451470,122456725,ENSG00000109471,4,5,0.004859086491739553
BRSK2,4528,1389899,1462689,ENSG00000174672,11,22,0.004858657243816254
CAMK1G,3089,209583714,209613939,ENSG00000008118,1,15,0.004855940433797346
GSTZ1,5356,77320996,77331597,ENSG00000100577,14,26,0.0048543689320388345
SLC11A1,5772,218382029,218396894,ENSG00000018280,2,28,0.004851004851004851
NT5E,3918,85449584,85495791,ENSG00000135318,6,19,0.004849412965798877
CCDC87,2888,66590176,66593063,ENSG00000182791,11,14,0.004847645429362881
RASSF3,3507,64507001,64697564,ENSG00000153179,12,17,0.004847447961220416
CASP4,4745,104942866,104969366,ENSG00000196954,11,23,0.004847207586933615
ITGAM,4745,31259967,31332892,ENSG00000169896,16,23,0.004847207586933615
KRT73,2476,52607570,52618559,ENSG00000186049,12,12,0.004846526655896607
FOXA1,3509,37589552,37596059,ENSG00000129514,14,17,0.004844685095468795
PMEPA1,4954,57648392,57711536,ENSG00000124225,20,24,0.004844570044408559
ZNF446,3922,58474017,58481230,ENSG00000083838,19,19,0.004844467108618052
WBP1L,4129,102743948,102834516,ENSG00000166272,10,20,0.004843787842092516
HSP90AA1,3510,102080742,102139699,ENSG00000080824,14,17,0.004843304843304843
GNAT3,1239,80458635,80512064,ENSG00000214415,7,6,0.004842615012106538
SFTPD,3718,79937467,79982614,ENSG00000133661,10,18,0.004841312533620226
ZNF677,3512,53235381,53254898,ENSG00000197928,19,17,0.004840546697038725
ABCA12,9298,214931542,215138626,ENSG00000144452,2,45,0.004839750483975049
MUC12,16737,100969565,101018939,ENSG00000205277,7,81,0.004839576985122782
FUT8,5166,65410592,65744121,ENSG00000033170,14,25,0.004839334107626791
SDC2,3307,96493813,96611790,ENSG00000169439,8,16,0.004838221953432114
JRK,9097,142657460,142681968,ENSG00000234616,8,44,0.0048367593712212815
ZNF217,5790,53567071,53609907,ENSG00000171940,20,28,0.004835924006908463
C2CD3,8065,74012718,74171210,ENSG00000168014,11,39,0.004835709857408555
ZBTB2,3103,151364115,151391559,ENSG00000181472,6,15,0.004834031582339671
PIF1,2690,64815632,64825668,ENSG00000140451,15,13,0.0048327137546468404
WDR76,3932,43826980,43868412,ENSG00000092470,15,19,0.004832146490335707
PCLO,20284,82754012,83162930,ENSG00000186472,7,98,0.004831394202326957
OPN1LW,1242,154144243,154159032,ENSG00000102076,X,6,0.004830917874396135
MYCL,3522,39895426,39902256,ENSG00000116990,1,17,0.004826802952867689
PXT1,2073,36390551,36442854,ENSG00000179165,6,10,0.00482392667631452
TP53BP1,10369,43403061,43510728,ENSG00000067369,15,50,0.004822065772977144
WDR49,3527,167478684,167653983,ENSG00000174776,3,17,0.004819960306209243
REM1,1660,31475288,31484895,ENSG00000088320,20,8,0.004819277108433735
CIRBP,3528,1259384,1274880,ENSG00000099622,19,17,0.00481859410430839
RAC3,1038,82031678,82034204,ENSG00000169750,17,5,0.004816955684007707
SLC47A2,3114,19678288,19718979,ENSG00000180638,17,15,0.004816955684007707
COL20A1,8097,63293186,63334851,ENSG00000101203,20,39,0.004816598740274175
MAP4K1,2700,38587641,38618882,ENSG00000282928,CHR_HG26_PATCH,13,0.004814814814814815
UNC80,13917,209771832,209999300,ENSG00000144406,2,67,0.004814255945965366
TSPAN32,3325,2301997,2318204,ENSG00000064201,11,16,0.00481203007518797
KLHDC4,4572,87696485,87765992,ENSG00000104731,16,22,0.004811898512685914
SLC19A1,4991,45493572,45573365,ENSG00000173638,21,24,0.004808655580044079
JAKMIP2,9153,147585438,147782775,ENSG00000176049,5,44,0.004807167049054955
BCL2L10,1249,52109263,52112775,ENSG00000137875,15,6,0.004803843074459567
RIOK1,2498,7389793,7418037,ENSG00000124784,6,12,0.004803843074459567
ABCB1,5205,87503017,87713323,ENSG00000085563,7,25,0.004803073967339097
EXOSC3,3540,37759234,37832117,ENSG00000107371,9,17,0.00480225988700565
ATRNL1,8746,115093365,115948999,ENSG00000107518,10,42,0.004802195289275097
FERMT3,2499,64206678,64223891,ENSG00000149781,11,12,0.004801920768307323
AARD,2291,116938207,116944487,ENSG00000205002,8,11,0.004801396769969445
EIF1AD,2916,65996545,66002176,ENSG00000175376,11,14,0.004801097393689987
NEK10,8332,27106484,27369460,ENSG00000163491,3,40,0.004800768122899664
GPR18,1875,99254732,99261744,ENSG00000125245,13,9,0.0048
HLA-DRB5,1250,32517353,32530287,ENSG00000198502,6,6,0.0048
NXPH2,2709,138669157,138780390,ENSG00000144227,2,13,0.004798818752307124
TLCD1,1042,28724348,28727935,ENSG00000160606,17,5,0.0047984644913627635
DDX50,2501,68901286,68946847,ENSG00000107625,10,12,0.004798080767692923
RBPJL,2502,45306840,45317824,ENSG00000124232,20,12,0.004796163069544364
ACOT12,2086,81329996,81394179,ENSG00000172497,5,10,0.004793863854266539
DNAJC7,4172,41976421,42021376,ENSG00000168259,17,20,0.004793863854266539
KLC2,3755,66257294,66267860,ENSG00000174996,11,18,0.004793608521970706
KRT15,3758,41513745,41522529,ENSG00000171346,17,18,0.004789781798829164
TACR2,2715,69403903,69416918,ENSG00000075073,10,13,0.004788213627992633
ETFB,3551,51345169,51366388,ENSG00000105379,19,17,0.0047873838355392846
KRT12,1880,40861303,40867223,ENSG00000187242,17,9,0.0047872340425531915
ACSS2,2925,34872146,34927962,ENSG00000131069,20,14,0.004786324786324786
SLC38A8,1672,84009667,84042795,ENSG00000166558,16,8,0.004784688995215311
FAM221B,3763,35816391,35828747,ENSG00000204930,9,18,0.0047834174860483655
TNKS,9622,9555912,9782346,ENSG00000173273,8,46,0.0047807108709208065
NPTX1,5439,80466834,80477843,ENSG00000171246,17,26,0.0047802904945762085
CLDN8,2092,30214006,30216097,ENSG00000156284,21,10,0.004780114722753346
RNF126,2092,647526,663233,ENSG00000070423,19,10,0.004780114722753346
SIPA1L1,7952,71320449,71741229,ENSG00000197555,14,38,0.004778672032193159
ZNF529,5238,36534774,36605276,ENSG00000186020,19,25,0.004772814051164567
CCT6B,3353,34927859,34981078,ENSG00000132141,17,16,0.0047718461079630185
RAPGEF5,6916,22118236,22357154,ENSG00000136237,7,33,0.0047715442452284556
PMEL,2516,55954105,55973317,ENSG00000185664,12,12,0.0047694753577106515
PPARD,3774,35342558,35428191,ENSG00000112033,6,18,0.0047694753577106515
TNNT3,1258,1898024,1917031,ENSG00000288250,CHR_HG28_PATCH,6,0.0047694753577106515
TTBK1,7130,43243481,43288258,ENSG00000146216,6,34,0.004768583450210378
AMPD2,4615,109616104,109632051,ENSG00000116337,1,22,0.004767063921993499
IFNGR1,2519,137197485,137219449,ENSG00000027697,6,12,0.004763795156808257
PHYHIPL,3569,59176643,59247774,ENSG00000165443,10,17,0.0047632390025217144
HECW1,9453,43112629,43566001,ENSG00000002746,7,45,0.004760393525864805
MICAL2,6307,12094008,12359144,ENSG00000133816,11,30,0.004756619628983669
BABAM1,1472,17267376,17281249,ENSG00000105393,19,7,0.004755434782608696
MBL2,3576,52765380,52772784,ENSG00000165471,10,17,0.0047539149888143175
ATG16L1,4208,233210051,233295674,ENSG00000281089,CHR_HG2232_PATCH,20,0.004752851711026616
CAMKV,3157,49857988,49869935,ENSG00000164076,3,15,0.004751346214760849
NQO1,2527,69706996,69726668,ENSG00000181019,16,12,0.004748713889988128
CCDC91,2738,28133249,28581511,ENSG00000123106,12,13,0.004747991234477721
CDHR4,2528,49790732,49799873,ENSG00000187492,3,12,0.004746835443037975
CHPF2,4424,151232483,151240979,ENSG00000033100,7,21,0.004746835443037975
ACOT1,1686,73537143,73543796,ENSG00000184227,14,8,0.004744958481613286
HSPB2,843,111912734,111914093,ENSG00000170276,11,4,0.004744958481613286
CHRNA1,2108,174747592,174787935,ENSG00000138435,2,10,0.004743833017077799
SNRPC,1054,34757505,34773857,ENSG00000124562,6,5,0.004743833017077799
DNAJA1,2319,33025273,33039907,ENSG00000086061,9,11,0.004743423889607589
SAGE1,2952,135889205,135913062,ENSG00000181433,X,14,0.0047425474254742545
RBFOX3,3163,79089345,79611051,ENSG00000167281,17,15,0.00474233322794815
CCDC34,2109,27330827,27363234,ENSG00000109881,11,10,0.00474158368895211
EVI2A,2742,31316410,31321749,ENSG00000126860,17,13,0.004741064916119621
ARSB,4852,78777209,78986087,ENSG00000113273,5,23,0.004740313272877164
SLC23A2,6962,4852356,5010293,ENSG00000089057,20,33,0.004740017236426314
CNOT4,4642,135361795,135510127,ENSG00000080802,7,22,0.004739336492890996
AKR1C1,6543,4963253,4983283,ENSG00000187134,10,31,0.004737887819043252
ENPP4,4644,46129989,46146688,ENSG00000001561,6,22,0.004737295434969853
MEF2D,5912,156463727,156500779,ENSG00000116604,1,28,0.004736129905277402
ZNF202,4435,123723914,123741675,ENSG00000166261,11,21,0.004735062006764375
PSMD5,3381,120815496,120842951,ENSG00000095261,9,16,0.004732327713694173
MAP3K6,4438,27354067,27366961,ENSG00000142733,1,21,0.00473186119873817
OR8A1,5709,124566660,124582942,ENSG00000196119,11,27,0.004729374671571204
TSPYL5,4441,97273488,97277928,ENSG00000180543,8,21,0.0047286647151542445
MCAM,4865,119308529,119321521,ENSG00000076706,11,23,0.00472764645426516
LCP2,4232,170246233,170297815,ENSG00000043462,5,20,0.004725897920604915
