hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
ZNF524,1260,55600022,55603138,ENSG00000171443,19,6,0.004761904761904762
ADAMTSL1,7771,17906563,18910950,ENSG00000178031,9,37,0.004761291983013769
RNASE12,631,20590193,20590823,ENSG00000258436,14,3,0.004754358161648178
TREML1,1262,41149337,41154347,ENSG00000161911,6,6,0.004754358161648178
ATG2A,6318,64894546,64917211,ENSG00000110046,11,30,0.004748338081671415
FBXO39,1685,6776215,6797101,ENSG00000177294,17,8,0.004747774480712166
GPR183,1685,99294539,99307399,ENSG00000169508,13,8,0.004747774480712166
HSD11B2,1896,67430652,67437553,ENSG00000176387,16,9,0.004746835443037975
EDC4,5267,67873052,67884499,ENSG00000038358,16,25,0.004746535029428517
PPP1R36,1686,64549920,64589381,ENSG00000165807,14,8,0.004744958481613286
CSNK1E,3162,38290691,38318084,ENSG00000213923,22,15,0.004743833017077799
FAM166B,1054,35561831,35563899,ENSG00000215187,9,5,0.004743833017077799
LAMB2,5692,49121114,49133118,ENSG00000172037,3,27,0.004743499648629656
SIGLEC1,6960,3686970,3712600,ENSG00000088827,20,33,0.0047413793103448275
LRFN2,3164,40391591,40587364,ENSG00000156564,6,15,0.004740834386852086
DNAH9,13711,11598470,11969748,ENSG00000007174,17,65,0.0047407191306250455
ACTL6A,1899,179562886,179588407,ENSG00000136518,3,9,0.004739336492890996
RNF223,1900,1070967,1074306,ENSG00000237330,1,9,0.004736842105263158
SETDB1,4437,150926263,150964744,ENSG00000143379,1,21,0.004732927653820149
DDX39A,1903,14408798,14419383,ENSG00000123136,19,9,0.004729374671571204
TMEM151A,2538,66291894,66296664,ENSG00000179292,11,12,0.004728132387706856
PGPEP1L,1481,98968229,99007792,ENSG00000183571,15,7,0.004726536124240378
NELFB,2540,137255327,137273542,ENSG00000188986,9,12,0.004724409448818898
EPHB3,4234,184561785,184582408,ENSG00000182580,3,20,0.004723665564478035
HS3ST2,2329,22814162,22916338,ENSG00000122254,16,11,0.0047230571060541005
ATP6V1B1,1907,70935900,70965431,ENSG00000116039,2,9,0.0047194546407970635
ISLR,2331,74173710,74176872,ENSG00000288508,CHR_HG2198_PATCH,11,0.004719004719004719
MINK1,5299,4833340,4898061,ENSG00000141503,17,25,0.004717871296471032
CCR8,1484,39329709,39333680,ENSG00000179934,3,7,0.0047169811320754715
"NAE1",1909,66802875,66873256,ENSG00000159593,16,9,0.004714510214772132
INTS9,2759,28767661,28890242,ENSG00000104299,8,13,0.004711852120333454
LRRC23,1698,6873569,6914241,ENSG00000010626,12,8,0.004711425206124852
KCNH6,3821,63523334,63548977,ENSG00000173826,17,18,0.004710808688824915
TCN1,1486,59852800,59866489,ENSG00000134827,11,7,0.004710632570659489
HTR3C,1699,184053047,184060673,ENSG00000178084,3,8,0.004708652148322542
ILVBL,4248,15114984,15125786,ENSG00000105135,19,20,0.004708097928436911
GAK,4461,849276,932373,ENSG00000178950,4,21,0.004707464694014795
MYCBPAP,3189,50508384,50531501,ENSG00000136449,17,15,0.004703668861712135
PLA2G7,1915,46704201,46735693,ENSG00000146070,6,9,0.004699738903394256
BTK,2767,101349447,101390796,ENSG00000010671,X,13,0.0046982291290206
TCP11,2130,35118071,35148610,ENSG00000124678,6,10,0.004694835680751174
COL22A1,6394,138588235,138914041,ENSG00000169436,8,30,0.0046918986549890525
ADAD2,2558,84191138,84197168,ENSG00000140955,16,12,0.004691164972634871
PSMA3,1279,58244843,58272012,ENSG00000100567,14,6,0.004691164972634871
ZNF425,3198,149102784,149126324,ENSG00000204947,7,15,0.004690431519699813
AIP,1919,67468174,67491154,ENSG00000110711,11,9,0.004689942678478374
WDSUB1,1920,159235798,159286703,ENSG00000196151,2,9,0.0046875
MYO18B,8534,25742144,26031045,ENSG00000133454,22,40,0.004687133817670494
TBCB,1067,36114289,36125947,ENSG00000105254,19,5,0.004686035613870665
RPN2,2348,37178410,37241619,ENSG00000118705,20,11,0.004684838160136286
GCM1,2780,53126961,53148841,ENSG00000137270,6,13,0.004676258992805755
RYR1,15400,38433691,38595273,ENSG00000196218,19,72,0.004675324675324675
CDKN3,1070,54396849,54420218,ENSG00000100526,14,5,0.004672897196261682
CHTF18,4494,788046,800737,ENSG00000127586,16,21,0.004672897196261682
MROH2A,5350,233775679,233833423,ENSG00000185038,2,25,0.004672897196261682
PSMG2,1070,12658043,12725740,ENSG00000128789,18,5,0.004672897196261682
LRRC72,1071,16526825,16581568,ENSG00000205858,7,5,0.004668534080298786
AOX1,4928,200586014,200677064,ENSG00000138356,2,23,0.004667207792207792
TCEA2,2357,64049836,64072347,ENSG00000171703,20,11,0.004666949512091642
HHIPL2,2572,222522258,222548104,ENSG00000143512,1,12,0.004665629860031105
CA11,1715,48637946,48646187,ENSG00000063180,19,8,0.004664723032069971
FATE1,1072,151716035,151723194,ENSG00000147378,X,5,0.0046641791044776115
CASZ1,7934,10636604,10796650,ENSG00000130940,1,37,0.004663473657675826
RBP3,4290,47348363,47357881,ENSG00000265203,10,20,0.004662004662004662
DNAH1,13300,52316319,52400492,ENSG00000114841,3,62,0.004661654135338346
ADAP1,2360,897900,955407,ENSG00000105963,7,11,0.004661016949152543
CLP1,1931,57648188,57661865,ENSG00000172409,11,9,0.004660797514241326
VPREB1,644,22244780,22245515,ENSG00000169575,22,3,0.004658385093167702
ST20-MTHFS,859,79845150,79923754,ENSG00000259332,15,4,0.004656577415599534
HPN,2363,35040506,35066573,ENSG00000105707,19,11,0.004655099449851883
TRRAP,12677,98877933,99050831,ENSG00000196367,7,59,0.004654097972706476
KCNQ1,3224,2444684,2849105,ENSG00000053918,11,15,0.004652605459057072
NCOA5,3224,46060991,46089962,ENSG00000124160,20,15,0.004652605459057072
DENND2A,3874,140518420,140673993,ENSG00000146966,7,18,0.004646360351058337
PIGB,1937,55318960,55355648,ENSG00000069943,15,9,0.004646360351058337
VPS18,3875,40894450,40903975,ENSG00000104142,15,18,0.00464516129032258
URB2,5601,229626247,229660200,ENSG00000135763,1,26,0.004642028209248348
MYH3,6032,10628526,10657309,ENSG00000109063,17,28,0.004641909814323607
APLP1,2370,35867899,35879792,ENSG00000105290,19,11,0.004641350210970464
SND1,3448,127652194,128092609,ENSG00000197157,7,16,0.004640371229698376
PNLDC1,1940,159800249,159820704,ENSG00000146453,6,9,0.004639175257731959
ELN,3452,74027789,74069907,ENSG00000049540,7,16,0.004634994206257242
NLRP5,3885,55999726,56061810,ENSG00000171487,19,18,0.004633204633204633
RTN1,3239,59595976,59870776,ENSG00000139970,14,15,0.004631058968817536
CLEC4A,1296,8123617,8138607,ENSG00000111729,12,6,0.004629629629629629
EMILIN1,3890,27078615,27086403,ENSG00000138080,2,18,0.004627249357326478
DHX38,4323,72093613,72112912,ENSG00000140829,16,20,0.004626416840157298
FREM1,7566,14737152,14910995,ENSG00000164946,9,35,0.004625958234205657
GLI2,7136,120735623,120992653,ENSG00000074047,2,33,0.004624439461883408
CASKIN1,5839,2177180,2196605,ENSG00000167971,16,27,0.004624079465661929
DEAF1,2380,644233,707118,ENSG00000177030,11,11,0.004621848739495798
PM20D1,2164,205828025,205850132,ENSG00000162877,1,10,0.0046210720887245845
ARSF,2165,3041471,3112727,ENSG00000062096,X,10,0.004618937644341801
GPR137,2166,64270062,64289500,ENSG00000173264,11,10,0.0046168051708217915
MRPL16,1083,59806140,59810778,ENSG00000166902,11,5,0.0046168051708217915
ERI3,1733,44221070,44355260,ENSG00000117419,1,8,0.004616272360069244
ROBO3,4551,124865432,124881471,ENSG00000154134,11,21,0.004614370468029005
TG,8455,132866958,133134903,ENSG00000042832,8,39,0.004612655233589592
MC3R,1084,56248732,56249815,ENSG00000124089,20,5,0.004612546125461255
SAFB,3471,5623035,5668478,ENSG00000160633,19,16,0.004609622587150677
LAMTOR2,868,156054782,156058506,ENSG00000116586,1,4,0.004608294930875576
DTX1,3908,113056730,113098028,ENSG00000135144,12,18,0.004605936540429887
EAPP,1303,34515938,34539704,ENSG00000129518,14,6,0.004604758250191865
LIPK,1303,88706249,88752776,ENSG00000204021,10,6,0.004604758250191865
FAT1,14776,186587794,186726722,ENSG00000083857,4,68,0.0046020573903627505
SMG8,3477,59209400,59215239,ENSG00000167447,17,16,0.004601668104687949
BMP1,4351,22165140,22212326,ENSG00000168487,8,20,0.004596644449551827
KCNV2,2178,2717510,2730037,ENSG00000168263,9,10,0.004591368227731864
AKNAD1,3050,108815898,108963484,ENSG00000162641,1,14,0.0045901639344262295
ZWINT,1961,56357227,56361273,ENSG00000122952,10,9,0.004589495155532891
PANX2,3052,50170731,50180295,ENSG00000073150,22,14,0.0045871559633027525
PLD3,2180,40348456,40380439,ENSG00000105223,19,10,0.0045871559633027525
SLC25A28,1526,99610522,99620609,ENSG00000155287,10,7,0.0045871559633027525
ZNF219,3055,21090077,21104722,ENSG00000165804,14,14,0.004582651391162029
EPHA8,5019,22563489,22603595,ENSG00000070886,1,23,0.004582586172544332
SPATA19,873,133840631,133845538,ENSG00000166118,11,4,0.004581901489117984
MYH7B,6551,34955810,35002437,ENSG00000078814,20,30,0.004579453518546787
CIC,8299,42268537,42295797,ENSG00000079432,19,38,0.004578864923484758
CCDC63,1966,110846769,110907535,ENSG00000173093,12,9,0.004577822990844354
IDUA,2186,986997,1004564,ENSG00000127415,4,10,0.004574565416285453
OTOF,7214,26457203,26558756,ENSG00000115155,2,33,0.004574438591627391
DCHS1,10713,6621330,6655809,ENSG00000166341,11,49,0.004573882199197237
ATP10A,7434,25677273,25865184,ENSG00000206190,15,34,0.0045735808447672855
ZNF358,1968,7515292,7521025,ENSG00000198816,19,9,0.004573170731707317
ZP1,1968,60867542,60875693,ENSG00000149506,11,9,0.004573170731707317
IGHMBP2,4597,68903863,68940602,ENSG00000132740,11,21,0.004568196649989123
KRTAP10-8,876,44612079,44612954,ENSG00000187766,21,4,0.0045662100456621
EHD2,3506,47713422,47743134,ENSG00000024422,19,16,0.004563605248146035
EZR,3068,158765741,158819368,ENSG00000092820,6,14,0.0045632333767926985
ART1,1315,3645128,3664416,ENSG00000129744,11,6,0.0045627376425855515
MMP17,2411,131828393,131851783,ENSG00000198598,12,11,0.004562422231439237
TENM2,9427,167284799,168264157,ENSG00000145934,5,43,0.00456136628832078
GP9,877,129060779,129062406,ENSG00000169704,3,4,0.004561003420752566
SIGLEC7,1754,51142299,51153526,ENSG00000168995,19,8,0.004561003420752566
CHST4,2412,71525233,71538748,ENSG00000140835,16,11,0.004560530679933665
PTPN6,2412,6946468,6961316,ENSG00000111679,12,11,0.004560530679933665
SETD1B,8557,121804009,121832656,ENSG00000139718,12,39,0.004557672081336917
DBN1,3072,177456608,177474401,ENSG00000113758,5,14,0.004557291666666667
FAM151A,1975,54609181,54623556,ENSG00000162391,1,9,0.004556962025316456
INPP5J,3512,31122731,31134697,ENSG00000185133,22,16,0.004555808656036446
SAMD1,2196,14087851,14091036,ENSG00000141858,19,10,0.004553734061930784
DPPA5,659,73353063,73354276,ENSG00000203909,6,3,0.004552352048558422
DSCAM,8571,40010999,40847158,ENSG00000171587,21,39,0.004550227511375569
ANO8,4618,17323223,17334855,ENSG00000074855,19,21,0.0045474231268947595
ZNF462,10345,106863166,107013634,ENSG00000148143,9,47,0.004543257612373127
TPST1,1981,66205317,66420543,ENSG00000169902,7,9,0.004543160020191822
HK3,3082,176880869,176899346,ENSG00000160883,5,14,0.004542504866969501
POLR3B,4183,106357748,106510198,ENSG00000013503,12,19,0.004542194597179058
RUFY1,2642,179550489,179611566,ENSG00000284260,CHR_HG30_PATCH,12,0.004542013626040878
TSHZ3,5065,31149979,31349436,ENSG00000121297,19,23,0.004540967423494571
POLR3A,6610,77975149,78029515,ENSG00000148606,10,30,0.0045385779122541605
DOHH,1763,3490821,3500674,ENSG00000129932,19,8,0.0045377197958026095
ACTR1B,2204,97655939,97664044,ENSG00000115073,2,10,0.004537205081669692
TM9SF1,2425,24189148,24195686,ENSG00000285465,CHR_HG1_PATCH,11,0.004536082474226804
PYGM,2866,64746389,64759974,ENSG00000068976,11,13,0.0045359385903698535
MMP7,1323,102520508,102530750,ENSG00000137673,11,6,0.0045351473922902496
IFT43,1765,75902136,76084585,ENSG00000119650,14,8,0.004532577903682719
KRTAP19-1,662,30479706,30480367,ENSG00000184351,21,3,0.004531722054380665
NUTM1,4196,34343315,34357737,ENSG00000184507,15,19,0.004528122020972355
CA9,1546,35673928,35681159,ENSG00000107159,9,7,0.004527813712807244
MIS18A,1546,32268228,32279049,ENSG00000159055,21,7,0.004527813712807244
WNK4,4199,42780610,42797066,ENSG00000126562,17,19,0.004524886877828055
ELL3,1769,43772605,43777315,ENSG00000128886,15,8,0.0045223289994347085
TMEM132A,3981,60924460,60937159,ENSG00000006118,11,18,0.00452147701582517
TSC2,6415,2047967,2089491,ENSG00000103197,16,29,0.004520654715510522
ADA,1770,44619522,44652233,ENSG00000196839,20,8,0.004519774011299435
ARPC1B,1770,99374249,99394816,ENSG00000130429,7,8,0.004519774011299435
TRIM63,1770,26051301,26068436,ENSG00000158022,1,8,0.004519774011299435
USP42,5090,6104949,6161564,ENSG00000106346,7,23,0.004518664047151277
PGM1,2657,63593411,63660245,ENSG00000079739,1,12,0.004516371847948814
MYOM3,5760,24056035,24112135,ENSG00000142661,1,26,0.0045138888888888885
CNGA3,3547,98346188,98398601,ENSG00000144191,2,16,0.004510854243022272
BTBD6,2217,105248533,105251093,ENSG00000184887,14,10,0.0045105999097880016
DOCK6,6430,11199295,11262524,ENSG00000130158,19,29,0.004510108864696734
ULK1,5322,131894622,131923150,ENSG00000177169,12,24,0.004509582863585118
TEAD2,2440,49340595,49362457,ENSG00000074219,19,11,0.004508196721311476
AHDC1,6438,27534035,27604431,ENSG00000126705,1,29,0.0045045045045045045
PPRC1,5328,102132994,102150333,ENSG00000148840,10,24,0.0045045045045045045
TOM1L1,2442,54899387,54961956,ENSG00000141198,17,11,0.0045045045045045045
ABCA7,6883,1039997,1065572,ENSG00000064687,19,31,0.0045038500653784685
MLF2,1555,6747996,6767475,ENSG00000089693,12,7,0.0045016077170418
MTA1,2888,105419820,105470729,ENSG00000182979,14,13,0.004501385041551247
DUSP13,1778,75094432,75109221,ENSG00000079393,10,8,0.0044994375703037125
BIRC7,1334,63235883,63240495,ENSG00000101197,20,6,0.004497751124437781
RTN4RL2,2224,57460528,57477534,ENSG00000186907,11,10,0.0044964028776978415
VAV1,2892,6772708,6857366,ENSG00000141968,19,13,0.004495159059474412
CATSPERG,3785,38335775,38370943,ENSG00000099338,19,17,0.004491413474240423
CAND2,4676,12796472,12871916,ENSG00000144712,3,21,0.004491017964071856
FBP2,1336,94558720,94593824,ENSG00000130957,9,6,0.004491017964071856
FAT4,17151,125314918,125492932,ENSG00000196159,4,77,0.00448953413795114
CNKSR1,2673,26177484,26189884,ENSG00000142675,1,12,0.004489337822671156
XIRP1,6461,39183210,39192596,ENSG00000168334,3,29,0.0044884692772016715
POLR1E,2229,37485948,37503697,ENSG00000137054,9,10,0.004486316733961417
MYO7B,6910,127535683,127637729,ENSG00000169994,2,31,0.004486251808972504
CBX4,2675,79833156,79839440,ENSG00000141582,17,12,0.004485981308411215
DAGLA,5799,61680391,61747001,ENSG00000134780,11,26,0.004483531643386791
ABHD11,1562,73736094,73738852,ENSG00000106077,7,7,0.004481434058898848
SLC22A17,2455,23346314,23352912,ENSG00000092096,14,11,0.004480651731160896
ASIC3,2232,151048292,151052756,ENSG00000213199,7,10,0.004480286738351254
IZUMO2,893,50152548,50163281,ENSG00000161652,19,4,0.004479283314669653
HSPB11,894,53916574,53945699,ENSG00000081870,1,4,0.0044742729306487695
NTF3,1341,5432108,5521536,ENSG00000185652,12,6,0.0044742729306487695
ADAMTSL5,2683,1505022,1513604,ENSG00000185761,19,12,0.004472605292582929
HSPA12B,3133,3732685,3753111,ENSG00000132622,20,14,0.004468560485157995
IFT172,6271,27444377,27489805,ENSG00000138002,2,28,0.004464997608036996
WDFY4,10082,48684873,48982956,ENSG00000128815,10,45,0.0044634001190240035
APC2,11656,1446302,1473244,ENSG00000115266,19,52,0.004461221688400824
LGALS4,1345,38801718,38812981,ENSG00000282992,CHR_HG26_PATCH,6,0.0044609665427509295
GTF3C3,4261,196763035,196799725,ENSG00000119041,2,19,0.004459047172025346
BPIFA2,1122,33161768,33181412,ENSG00000131050,20,5,0.004456327985739751
CHAF1A,3366,4402640,4445018,ENSG00000167670,19,15,0.004456327985739751
DLC1,7412,13083361,13604610,ENSG00000164741,8,33,0.004452239611440907
PPOX,2471,161166056,161178013,ENSG00000143224,1,11,0.004451639012545528
PCOLCE2,2022,142815922,142889206,ENSG00000163710,3,9,0.004451038575667656
ITIH2,3146,7703316,7749520,ENSG00000151655,10,14,0.004450095359186269
CFTR,6070,117287120,117715971,ENSG00000001626,7,27,0.004448105436573311
ACTA2,1349,88935074,88991339,ENSG00000107796,10,6,0.004447739065974796
NLRP6,2923,278407,285388,ENSG00000174885,11,13,0.004447485460143688
AHSG,1574,186613060,186621318,ENSG00000145192,3,7,0.0044472681067344345
HPX,1575,6431049,6442617,ENSG00000110169,11,7,0.0044444444444444444
ODC1,2476,10439968,10448327,ENSG00000115758,2,11,0.0044426494345718905
ACSF2,2251,50426158,50474845,ENSG00000167107,17,10,0.00444247001332741
TMEM161A,2251,19119169,19138513,ENSG00000064545,19,10,0.00444247001332741
TUBGCP6,6078,50217689,50245023,ENSG00000128159,22,27,0.004442250740375123
ZDHHC1,2252,67394152,67416833,ENSG00000159714,16,10,0.004440497335701598
MCOLN1,2253,7522624,7534009,ENSG00000090674,19,10,0.004438526409232135
ARVCF,4056,19969896,20016823,ENSG00000099889,22,18,0.004437869822485207
CRYBA2,902,218990189,218993422,ENSG00000163499,2,4,0.004434589800443459
VPS16,2708,2840703,2866732,ENSG00000215305,20,12,0.004431314623338257
MYO1F,4296,8520778,8577577,ENSG00000142347,19,19,0.004422718808193668
STK11IP,3618,219597857,219616451,ENSG00000144589,2,16,0.004422332780541736
FANK1,1583,125896564,126009592,ENSG00000203780,10,7,0.004421983575489577
F12,2036,177402141,177409564,ENSG00000131187,5,9,0.0044204322200392925
SSC5D,4977,55488404,55519099,ENSG00000179954,19,22,0.004420333534257585
MARCO,1810,118942194,118994660,ENSG00000019169,2,8,0.004419889502762431
SLC14A2,4073,45212995,45683688,ENSG00000132874,18,18,0.00441934691873312
CNTFR,2038,34551432,34590140,ENSG00000122756,9,9,0.004416094210009814
RABGGTA,2265,24265537,24271738,ENSG00000285193,CHR_HG1_PATCH,10,0.004415011037527594
TMEM131,7476,97756333,97995948,ENSG00000075568,2,33,0.004414125200642055
LAMB3,4305,209614870,209652425,ENSG00000196878,1,19,0.004413472706155633
EPX,2719,58192726,58205174,ENSG00000121053,17,12,0.004413387274733358
TRAF2,2266,136881912,136926607,ENSG00000127191,9,10,0.00441306266548985
TMEM247,680,46479565,46484425,ENSG00000284701,2,3,0.004411764705882353
NBEAL2,8842,46979666,47009704,ENSG00000160796,3,39,0.004410766794842796
NINL,4991,25452697,25585531,ENSG00000101004,20,22,0.004407934281707073
CHSY3,3857,129904465,130186634,ENSG00000198108,5,17,0.0044075706507648435
PLXNA1,9309,126982693,127037389,ENSG00000114554,3,41,0.0044043398861317
RAB11B,1590,8389981,8404434,ENSG00000185236,19,7,0.00440251572327044
NLRP12,3635,53793741,53824394,ENSG00000142405,19,16,0.004401650618982118
COPS4,2273,83034447,83075818,ENSG00000138663,4,10,0.004399472063352398
ACCSL,1820,44047981,44059977,ENSG00000205126,11,8,0.004395604395604396
PLEKHB1,2275,73646178,73662819,ENSG00000021300,11,10,0.004395604395604396
CELSR1,11839,46360834,46537620,ENSG00000075275,22,52,0.0043922628600388544
SLC22A14,2277,38282294,38318575,ENSG00000144671,3,10,0.004391743522178305
CD70,911,6583183,6604103,ENSG00000125726,19,4,0.0043907793633369925
ADRA1B,2507,159865080,159973012,ENSG00000170214,5,11,0.0043877143996808934
DHX37,4559,124946825,124989131,ENSG00000150990,12,20,0.004386926957666155
DOCK1,6840,126905409,127452517,ENSG00000150760,10,30,0.0043859649122807015
TNFRSF6B,1140,63696652,63698684,ENSG00000243509,20,5,0.0043859649122807015
CDC42BPB,6844,102932380,103057549,ENSG00000198752,14,30,0.004383401519579193
TEKT5,1597,10627501,10694930,ENSG00000153060,16,7,0.004383218534752661
CIB1,1141,90229975,90234047,ENSG00000185043,15,5,0.0043821209465381246
TMEM225,1141,123882920,123885670,ENSG00000204300,11,5,0.0043821209465381246
ELMO3,2511,67199111,67204029,ENSG00000102890,16,11,0.004380724810832338
RGL3,2511,11384341,11419328,ENSG00000205517,19,11,0.004380724810832338
GTF2B,1599,88852633,88891944,ENSG00000137947,1,7,0.004377736085053158
ALB,2285,73397114,73421482,ENSG00000163631,4,10,0.00437636761487965
RNASE1,914,20801228,20802855,ENSG00000129538,14,4,0.00437636761487965
THBS3,3200,155195588,155209051,ENSG00000169231,1,14,0.004375
TAS2R38,1143,141972631,141973773,ENSG00000257138,7,5,0.004374453193350831
HEATR1,8459,236549005,236604516,ENSG00000119285,1,37,0.004374039484572645
PUS3,1829,125893485,125903221,ENSG00000110060,11,8,0.004373974849644614
ALOX12B,2515,8072636,8087716,ENSG00000179477,17,11,0.00437375745526839
FAM71B,2515,157161846,157166264,ENSG00000170613,5,11,0.00437375745526839
DPP7,1601,137110546,137115177,ENSG00000176978,9,7,0.004372267332916927
CELA2B,915,15465909,15491395,ENSG00000215704,1,4,0.004371584699453552
SLC5A11,2745,24845841,24914411,ENSG00000288216,CHR_HG2471_PATCH,12,0.004371584699453552
SBF1,9838,50443219,50483923,ENSG00000100241,22,43,0.00437080707460866
PI16,2288,36948263,36964837,ENSG00000164530,6,10,0.004370629370629371
INTS10,2517,19817391,19852083,ENSG00000104613,8,11,0.004370282081843465
TSNAXIP1,2517,67806765,67832148,ENSG00000102904,16,11,0.004370282081843465
CCDC42,1373,8729935,8745219,ENSG00000161973,17,6,0.004369992716678805
GGA1,3205,37608725,37633564,ENSG00000100083,22,14,0.00436817472698908
CELA2A,916,15456728,15472091,ENSG00000142615,1,4,0.004366812227074236
ENDOG,1145,128818500,128822676,ENSG00000167136,9,5,0.004366812227074236
NCKIPSD,2977,48673844,48686364,ENSG00000213672,3,13,0.004366812227074236
PLVAP,2290,17351450,17377342,ENSG00000130300,19,10,0.004366812227074236
SPI1,1374,47354860,47378547,ENSG00000066336,11,6,0.004366812227074236
UQCRH,687,46303698,46316776,ENSG00000173660,1,3,0.004366812227074236
RECQL4,3896,144511288,144517845,ENSG00000160957,8,17,0.004363449691991786
TRIO,11460,14143342,14532128,ENSG00000038382,5,50,0.004363001745200698
CDH22,3897,46173739,46308498,ENSG00000149654,20,17,0.0043623299974339235
ARHGEF1,3439,41883173,41930150,ENSG00000076928,19,15,0.004361733061936609
MMRN2,4127,86935540,86969481,ENSG00000173269,10,18,0.004361521686455052
ROR2,4360,91563091,91950228,ENSG00000169071,9,19,0.004357798165137615
CELSR2,11015,109249539,109275751,ENSG00000143126,1,48,0.004357694053563323
RRBP1,5049,17613678,17682295,ENSG00000125844,20,22,0.004357298474945534
CEP131,3673,81189593,81222999,ENSG00000141577,17,16,0.004356112169888375
PLEKHM2,4134,15684320,15734769,ENSG00000116786,1,18,0.0043541364296081275
PLB1,5513,28457145,28644142,ENSG00000163803,2,24,0.0043533466352258295
NCAPD2,4825,6493356,6531955,ENSG00000010292,12,21,0.004352331606217617
STX19,1149,94014365,94028597,ENSG00000178750,3,5,0.004351610095735422
ESPL1,6665,53268299,53293638,ENSG00000135476,12,29,0.004351087771942986
CCDC17,2988,45620044,45624057,ENSG00000159588,1,13,0.004350736278447122
BOC,5750,113211003,113287459,ENSG00000144857,3,25,0.004347826086956522
LCE1D,460,152796721,152798181,ENSG00000172155,1,2,0.004347826086956522
MYL4,920,47200446,47223679,ENSG00000198336,17,4,0.004347826086956522
RNF113B,1380,98175785,98177269,ENSG00000139797,13,6,0.004347826086956522
PPP1R12C,4141,55090914,55117637,ENSG00000125503,19,18,0.004346776141028737
GIPC1,2071,14477760,14496149,ENSG00000123159,19,9,0.0043457267020762915
LMAN2,1611,177331567,177351668,ENSG00000169223,5,7,0.004345127250155183
RHBDF1,2992,58059,76355,ENSG00000007384,16,13,0.004344919786096257
MBTPS1,4377,84053761,84116942,ENSG00000140943,16,19,0.004340872743888508
ZNF221,2535,43951223,43967709,ENSG00000159905,19,11,0.004339250493096647
A2M,4610,9067664,9116229,ENSG00000175899,12,20,0.004338394793926247
TDRD7,3688,97412096,97496125,ENSG00000196116,9,16,0.004338394793926247
JPH3,4382,87601835,87698156,ENSG00000154118,16,19,0.00433591967138293
NOBOX,2076,144397240,144410227,ENSG00000106410,7,9,0.004335260115606936
CLASRP,2769,45039045,45070956,ENSG00000104859,19,12,0.004333694474539545
PNPLA7,5308,137459952,137550402,ENSG00000130653,9,23,0.004333082140165787
MOSPD3,1154,100612102,100615384,ENSG00000106330,7,5,0.004332755632582322
CHURC1-FNTB,1847,64914485,65061803,ENSG00000125954,14,8,0.004331348132106118
DSP,9697,7541617,7586714,ENSG00000096696,6,42,0.004331236464886048
JARID2,6003,15246069,15522042,ENSG00000008083,6,26,0.004331167749458604
TACC2,9704,121989163,122254545,ENSG00000138162,10,42,0.004328112118713932
NPHP4,5548,5862811,5992473,ENSG00000131697,1,24,0.004325883201153569
SI,6012,164978898,165078496,ENSG00000090402,3,26,0.004324683965402528
ARHGEF10L,4625,17539698,17697874,ENSG00000074964,1,20,0.004324324324324324
WDR19,4395,39182504,39285810,ENSG00000157796,4,19,0.004323094425483504
RBP2,694,139452884,139480747,ENSG00000114113,3,3,0.004322766570605188
BSG,2314,571277,583494,ENSG00000172270,19,10,0.00432152117545376
MRPL4,1620,10251901,10260055,ENSG00000105364,19,7,0.004320987654320987
MAST3,6020,18097778,18151692,ENSG00000099308,19,26,0.004318936877076412
UCP1,1621,140559431,140568961,ENSG00000109424,4,7,0.00431832202344232
OGDHL,3706,49734641,49762379,ENSG00000197444,10,16,0.004317323259579061
MYH7,6027,23412740,23435660,ENSG00000092054,14,26,0.004313920690227311
ATP12A,4406,24680408,24712472,ENSG00000075673,13,19,0.004312301407172038
XPO7,4870,21919662,22006585,ENSG00000130227,8,21,0.00431211498973306
CEP170B,6727,104865268,104896747,ENSG00000099814,14,29,0.004310985580496507
NMRK2,1160,3933069,3942416,ENSG00000077009,19,5,0.004310344827586207
SSMEM1,1160,130206344,130216844,ENSG00000165120,7,5,0.004310344827586207
TGIF2LX,928,89921908,89922883,ENSG00000153779,X,4,0.004310344827586207
COPB1,3481,14443440,14500027,ENSG00000129083,11,15,0.0043091065785693765
CAMSAP3,4179,7595863,7618304,ENSG00000076826,19,18,0.004307250538406317
CTH,2090,70411218,70439851,ENSG00000116761,1,9,0.00430622009569378
FLII,4181,18244815,18258738,ENSG00000284571,CHR_HSCHR17_3_CTG1,18,0.004305190145898111
FAM171A1,4182,15211643,15371289,ENSG00000148468,10,18,0.00430416068866571
NUP210,7206,13316235,13420322,ENSG00000132182,3,31,0.004301970580072162
NCKAP5L,4882,49791146,49828750,ENSG00000167566,12,21,0.0043015157722244984
CFAP99,2790,2418974,2462942,ENSG00000206113,4,12,0.004301075268817204
GAST,465,41712331,41715969,ENSG00000184502,17,2,0.004301075268817204
OR1A2,930,3197519,3198448,ENSG00000172150,17,4,0.004301075268817204
UBAC1,1860,135932969,135961373,ENSG00000130560,9,8,0.004301075268817204
USP43,4185,9644698,9729687,ENSG00000154914,17,18,0.004301075268817204
ANKRD11,9301,89267630,89490561,ENSG00000167522,16,40,0.004300612837329319
KRT27,1628,40776808,40782550,ENSG00000171446,17,7,0.0042997542997543
